name,program_number,model_type,lat,lon,address,phone,contract_type,summer_session
SALEM DAY CARE CENTER,790502,null,40.812,-73.947053,"211 W 129TH STREET NEW YORK, NY 10027",(212) 678-2712,PP,open during summer only
ALL MY CHILDREN DAYCARE 8,800405,GC,40.7283679,-73.8592766,"97-30 QUEENS BLVD REGO PARK, NY 11374",(718) 275-6300,FF,open during summer only
MARTIN L. KING JR. MEM DC,804101,GC,40.7624061,-73.8331962,"36-06 PRINCE STREET FLUSHING, NY 11354",(718) 886-3165,FF,open during summer only
MYRTLE P JARMON ECEC,805501,GC,40.6853517,-73.7826059,"116-55 GUY BREWER BLVD JAMAICA, NY 11434",(718) 528-0922,FF,open during summer only
AFRO AMER PARENTS ED CTR #4,805701,GC,40.6949916,-73.7936071,"108-17 159TH STREET JAMAICA, NY 11433",(718) 526-3068,FF,open during summer only
PAL WOODSIDE CHILDREN'S CTR,805704,GH,40.7551229,-73.9095786,"50-37 BROADWAY WOODSIDE, NY 11377",(718) 278-3616,FF,open during summer only
BABOVE 16,805901,GC,40.6917075,-73.761427,"189-26 LINDEN BLVD SAINT ALBANS, NY 11412",,FF,open during summer only
ROCKAWAY CHILD CARE CENTER,808401,GC,40.610155,-73.7526529,"14-66 BEACH CHANNEL DRIVE FAR ROCKAWAY, NY 11691",(718) 327-1384,FF,open during summer only
GREATER FLUSHING COMM COUNCIL,816601,GC,40.7501458,-73.8051517,"47-49 162 STREET FLUSHING, NY 11358",(718) 939-6067,FF,open during summer only
AFRO AMERICAN PARENTS ED CTR#2,822201,GC,40.6871135,-73.79491,"112-06 SUTPHIN BOULEVARD JAMAICA, NY 11435",(718) 322-9080,FF,open during summer only
ALL MY CHILDREN DAYCARE 6,822202,GC,40.679887,-73.792371,"117-16 SUTPHIN BOULEVARD JAMAICA, NY 11434",(718) 322-2030,FF,open during summer only
CHARLES R DREW ELC,822601,GC,40.707866,-73.750169,"109-45 207TH STREET QUEENS VILLAGE, NY 11429",(718) 740-2400,FF,open during summer only
OMEGA PSI PHI  ECEC,823401,GC,40.6741192,-73.7961193,"123-10 143RD STREET SOUTH OZONE PARK, NY 11436",(718) 322-9671,FF,open during summer only
THE CHILD CENTER OF NY #2,824701,GD,40.7559611,-73.8608966,"34-10 108TH STREET CORONA, NY 11368",(347) 287-0175,FF,open during summer only
BETTER COMM LIFE DCC #2,824702,GC,40.7580482,-73.8332742,"133-16 ROOSEVELT AVENUE FLUSHING, NY 11354",(718) 463-0403,FF,open during summer only
QUEENSBRIDGE ECDC,825601,GC,40.7548911,-73.9351589,"38-11 27 ST QUEENS, NY 11101",(718) 937-7640,FF,open during summer only
ALPHA KAPPA ALPHA SORORITY,827801,GC,40.6734623,-73.7944453,"144-06 ROCKAWAY BOULEVARD SOUTH OZONE PARK, NY 11436",(718) 322-6242,FF,open during summer only
SCO SERVICES - GILMORE,828201,GC,40.761405,-73.8642239,"29-49 GILLMORE STREET EAST ELMHURST, NY 11369",(718) 443-4100,FF,open during summer only
LUCILLE ROSE DAY CARE CENTER,829001,GC,40.5909633,-73.7880856,"148 BEACH 59TH STREET ARVERNE, NY 11692",(718) 634-0331,FF,open during summer only
CONCERNED PARENTS OF JAM.,829401,GC,40.6948145,-73.8079061,"143-04 101ST AVENUE JAMAICA, NY 11435",(718) 658-4092,FF,open during summer only
BETHEL MISSION LOVING DAY CARE,831101,GC,40.5933938,-73.7861048,"338 BEACH 56TH STREET ARVERNE, NY 11692",(718) 474-8618,FF,open during summer only
PAL WESTERN QUEENS NURSERY,832902,GC,40.7548616,-73.9451825,"10-26 41ST AVENUE QUEENS, NY 11101",(718) 784-2092,FF,open during summer only
MALCOLM X EARLY CH ED CTR,833301,GD,40.757751,-73.857951,"111-12 NORTHERN BLVD CORONA, NY 11368",(718) 651-7880,FF,open during summer only
CHARLES R DREW ELC 3,843701,GC,40.704452,-73.79347,"165-15 ARCHER AVENUE JAMAICA, NY 11433",(718) 523-7600,FF,open during summer only
BLANCHE COMM  #2,846001,GD,40.5958375,-73.7760177,"44-02 BCH CHANNEL DRIVE FAR ROCKAWAY, NY 11691",(718) 471-7881,FF,open during summer only
BLANCHE COMM # 1,846003,GD,40.7061338,-73.7557205,"109-60 202 STREET SAINT ALBANS, NY 11412",(718) 479-7184,FF,
ALL MY CHILDREN DAYCARE 4,850601,GC,40.6937489,-73.7866438,"110-15 164TH PLACE #1 JAMAICA, NY 11433",(718) 526-5911,FF,open during summer only
CHILDREN'S AID STATEN ISLAND,1004702,GD,40.637566,-74.117104,"159 BROADWAY STATEN ISLAND, NY 10310",(917) 426-0300,FF,open during summer only
FRIENDS OF CROWN HEIGHTS,1009001,GC,40.6229828,-74.0819912,"195 GORDON STREET STATEN ISLAND, NY 10304",(718) 556-0181,FF,open during summer only
RICHMOND UNIVERSITY MED CTR 2,1009101,GH,40.6334545,-74.1616577,"166 LOCKMAN AVENUE STATEN ISLAND, NY 10303",(718) 494-0400,FF,
ST JOHN'S PLACE FAM CTR DC,1111001,GC,40.6699163,-73.9240332,"1620 ST JOHN'S PLACE BROOKLYN, NY 11233",(718) 771-7720,FF,open during summer only
HELP 1,1131301,GD,40.6678551,-73.9004566,"515 BLAKE AVENUE BROOKLYN, NY 11207",(718) 583-0174,FF,open during summer only
HELP II,1131302,GD,40.8389414,-73.9101446,"285 EAST 171ST STREET BRONX, NY 10457",(917) 751-5591,FF,open during summer only
PROSPECT EARLY CHILDHOOD CTR,1158901,GC,40.8163932,-73.8995753,"730 KELLY STREET BRONX, NY 10455",(212) 529-5252,FF,open during summer only
SARATOGA EARLY CHILDHOOD ED CT,1158902,GC,40.657939,-73.770497,"175-15 ROCKAWAY BLVD JAMAICA, NY 11434",(212) 529-5252,FF,open during summer only
GARMENT IND DC CHINATOWN,1230912,GC,40.7186886,-73.9939269,"115 CHRYSTIE STREET NEW YORK, NY 10002",(212) 941-0920,FF,open during summer only
SAND CASTLE DAY CARE CTR,1327201,null,40.5737588,-73.9965092,"2929 WEST 31ST STREET BROOKLYN, NY 11224",(718) 265-7000,PP,open during summer only
ROCHDALE VILLAGE NURSERY I,1337201,GC,40.6769379,-73.7714087,"170-30 130TH AVENUE JAMAICA, NY 11434",(718) 723-2224,FF,open during summer only
MONTESSORI PROGRV LRN CTR,1346101,GC,40.6932071,-73.7567398,"195-03 LINDEN BLVD. SAINT ALBANS, NY 11412",(718) 723-3968,FF,open during summer only
MOSHOLU MONTEFIORE CC,1347201,null,40.8819332,-73.8804942,"3450 DEKALB AVENUE BRONX, NY 10467",(718) 882-4000,PP,open during summer only
RALPH HIRSCHKORN CCC,1359201,GC,40.5979513,-73.7539926,"310 BEACH 20TH STREET FAR ROCKAWAY, NY 11691",(718) 327-1141,FF,open during summer only
EAST SIDE SETT - MILL BROOK,1570701,GH,40.805929,-73.9185779,"201 ST. ANN'S AVE BRONX, NY 10454",(718) 292-5335,FF,open during summer only
EAST SIDE SETT MOTT HAVEN,1570702,GH,40.8128648,-73.9212423,"375 EAST 143RD ST. BRONX, NY 10454",(718) 292-5335,FF,open during summer only
WINIFRED WHEELER,1570703,GD,40.8088885,-73.9256473,"200 ALEXANDER AVE BRONX, NY 10454",(718) 304-0162,FF,
LA PENINSULA - INTERVALE,1570901,GH,40.8245106,-73.8966232,"1054 INTERVALE AVE BRONX, NY 10459",(718) 893-5074,FF,open during summer only
LA PENINSULA  - MANIDA,1570902,GH,40.8145864,-73.8886996,"711 MANIDA ST BRONX, NY 10474",(718) 542-7590,FF,open during summer only
LA PENINSULA - 143,1571201,GH,40.8110591,-73.9178671,"490 E 143RD BRONX, NY 10454",(718) 292-7250,FF,open during summer only
SOUTH BRONX HEAD START,1571203,GH,40.8378738,-73.9058937,"1458 WEBSTER AVE BRONX, NY 10456",(718) 538-3920,FF,open during summer only
TRABAJAMOS COMMUNITY HS 1,1571301,GD,40.8163963,-73.9004236,"940 E 156 ST. BRONX, NY 10455",(718) 893-2865,FF,open during summer only
PAL WORLD OF CREATIVE EXP,1572209,GH,40.6624533,-73.9073622,"280 LIVONIA AVE BROOKLYN, NY 11212",(718) 345-5219,FF,open during summer only
COMMUNITY PARENTS HS,1573801,GH,40.6799752,-73.9297892,"90  CHAUNCEY STREET BROOKLYN, NY 11233",(718) 771-4002,FF,open during summer only
BED STUY ECDC 506,1574002,null,40.682747,-73.926342,"506 MCDONOUGH ST. BROOKLYN, NY 11233",(718) 453-0304,PP,open during summer only
BED STUY ECDC 133,1574006,null,40.6754885,-73.9271978,"133 KINGS FIRST WALK BROOKLYN, NY 11233",(718) 453-0500,PP,open during summer only
BED STUY ECDC 5Q,1574011,null,40.6859886,-73.9611117,"5 QUINCY STREET BROOKLYN, NY 11238",(718) 453-0500,PP,open during summer only
BREUKELEN  HEAD ST,1575001,GH,40.6489429,-73.8955086,"715 EAST 105 ST. BROOKLYN, NY 11236",(718) 649-2960,FF,open during summer only
BLOOMINGDALE FAMILY #1,1575201,GH,40.8020298,-73.9629791,"125 W 109TH ST NEW YORK, NY 10025",(212) 663-4068,FF,open during summer only
BLOOMINGDALE PROJECT GROWTH,1575204,GD,40.8010801,-73.9645291,"171 WEST 107TH ST NEW YORK, NY 10025",(212) 663-4067,FF,open during summer only
CCNY #3 - ESCALERA,1575401,GH,40.788186,-73.973511,"169 WEST 87 STREET NEW YORK, NY 10024",(718) 943-2800,FF,open during summer only
NEPTUNE AVENUE HEAD START,1575602,GH,40.5814524,-73.9641987,"293  NEPTUNE BROOKLYN, NY 11235",(718) 332-8317,FF,open during summer only
GLENWOOD AVENUE HEAD START,1575603,GH,40.6342731,-73.9470887,"3017 GLENWOOD RD BROOKLYN, NY 11210",(718) 859-7720,FF,
SHORE PARKWAY HEAD START,1575611,GH,40.590687,-73.9903774,"8885 26TH AVENUE BROOKLYN, NY 11214",(718) 265-2359,FF,open during summer only
UNIVERSITY SETTLEMENT HS,1575701,GD,40.7205478,-73.9905177,"184 ELDRIDGE ST. NEW YORK, NY 10002",(212) 453-4545,FF,open during summer only
FREDRICK DOUGLAS CENTER,1576001,GD,40.7973871,-73.963766,"885 COLUMBUS AVE NEW YORK, NY 10025",(212) 281-9555,FF,open during summer only
EAST HARLEM CENTER,1576002,GH,40.785258,-73.941526,"433 EAST 100TH STREET NEW YORK, NY 10029",(212) 865-6337,FF,open during summer only
CAS P.S. 5,1576003,GH,40.8589195,-73.9224277,"3703 10TH AVE NEW YORK, NY 10034",(917) 592-0591,FF,
DEWITT REFORMED CHURCH HS,1576301,GH,40.7175873,-73.9794477,"280 RIVINGTON ST. NEW YORK, NY 10002",(212) 254-3070,FF,open during summer only
GODDARD RIVERSIDE #4,1576401,GH,40.7917096,-73.9676515,"70 WEST 95 ST. NEW YORK, NY 10025",(212) 749-2133,FF,open during summer only
ED ALLIANCE  E BROADWAY,1576601,GC,40.713966,-73.9883708,"197 E BROADWAY NEW YORK, NY 10002",(646) 395-4204,FF,open during summer only
GRAND STREET SETTLEMENT HS,1576701,GH,40.7163589,-73.9792554,"294 DELANCEY STREET NEW YORK, NY 10002",(212) 777-0656,FF,open during summer only
COMMUNITY LIFE CENTER 2,1579401,GH,40.8050876,-73.9456989,"15 MT MORRIS PK NEW YORK, NY 10027",(212) 427-3000,FF,open during summer only
NORTHERN MANHATTAN PERINATAL,1579701,GH,40.8323449,-73.9444445,"529 WEST 155ST NEW YORK, NY 10032",(212) 926-8264,FF,open during summer only
EAST HARLEM COUNCIL HS 2,1580303,GH,40.7968577,-73.9477272,"30 E 111 ST. NEW YORK, NY 10029",(212) 650-4947,FF,open during summer only
LEGGETT MEMORIAL,1580402,GD,40.7899546,-73.9443267,"237 E 104 ST. NEW YORK, NY 10029",(212) 828-6049,FF,open during summer only
ADDIE MAE COLLINS 1,1580701,GH,40.8069103,-73.9363826,"110 E 129TH ST NEW YORK, NY 10035",(212) 831-9220,FF,open during summer only
COMM FOR EARLY CH DEV DCC,1581301,GH,40.7129105,-73.7670446,"193-04 JAMAICA AVE HOLLIS, NY 11423",(718) 464-2422,FF,open during summer only
QUICK START DCC,1581401,GC,40.6719527,-73.7883229,"126-22 150TH STREET. SOUTH OZONE PARK, NY 11436",(718) 978-0800,FF,open during summer only
SHELDON R WEAVER DCC 2,1581502,GC,40.5910653,-73.800094,"71-15 BEACH CHANNEL DRIVE ARVERNE, NY 11692",(718) 327-4078,FF,open during summer only
SOUTH JAMAICA CENTER 1,1581601,GH,40.688506,-73.7858449,"114-02 GUY R. BREWER JAMAICA, NY 11434",(718) 526-2500,FF,
SOUTH JAMAICA CENTER 2,1581602,GH,40.6961122,-73.794602,"94-43 159TH STREET JAMAICA, NY 11433",(718) 523-6456,FF,open during summer only
KINGSBRIDGE HGTS COMM CTR,1582101,GD,40.877579,-73.900715,"3101 KINGSBRIDGE TERR BRONX, NY 10463",(718) 884-0700,FF,open during summer only
NEW LIFE CHILD DEV CTR 2      ,1582301,GD,40.7011301,-73.9126354,"406-08 GROVE ST BROOKLYN, NY 11237",(718) 417-4206,FF,open during summer only
BUSHWICK UNITED HDFC 3,1582802,GH,40.6950516,-73.9194005,"331 CENTRAL AVE BROOKLYN, NY 11221",(718) 453-9040,FF,open during summer only
BUSHWICK UNITED HDFC 2,1582805,GH,40.7020613,-73.9277415,"77 WILSON AVE BROOKLYN, NY 11237",(718) 821-2345,FF,
FT. GEORGE HEAD START,1582901,GH,40.852698,-73.9316602,"1525 ST. NICHOLAS AVE NEW YORK, NY 10033",(212) 927-2224,FF,open during summer only
FT.GEORGE CHILD & FAMILY CTR,1582902,GD,40.8527125,-73.9316625,"601 WEST 186TH STREET NEW YORK, NY 10033",(212) 927-2224,FF,
EAST HARLEM COUNCIL HS 1,1583101,GH,40.7953105,-73.9341321,"440-46 E 116TH STREET NEW YORK, NY 10029",(212) 650-4949,FF,open during summer only
ST. MARKS FAM SEV COUNCIL,1583301,GH,40.6451809,-73.9596352,"2017 BEVERLY RD BROOKLYN, NY 11226",(718) 287-7300,FF,open during summer only
MID BRONX CCRP CHILDHOOD CTR 1,1584301,GH,40.8328132,-73.9202778,"1125 GRAND CONCOURSE BRONX, NY 10452",(718) 590-7014,FF,
DISTRICT 31 LATCHKEY #1,1600124,null,40.5088345,-74.2440251,"58 SUMMIT STREET STATEN ISLAND, NY 10307",,PP,
"CHILDREN'S PLAYHOUSE,INC.",2071901,null,40.5888815,-74.1492502,"950 ROCKLAND AVENUE STATEN ISLAND, NY 10314",(718) 761-0129,PP,open during summer only
"BUSY BEACH DCC, INC.",2073201,null,40.5819188,-74.0804776,"777 SEAVIEW AVENUE STATEN ISLAND, NY 10305",(718) 667-2861,PP,open during summer only
SMALL WORLD PRE-SCHOOL,2073301,null,40.5276372,-74.2167298,"144 BLOOMINGDALE RD STATEN ISLAND, NY 10309",       ,PP,open during summer only
STATEN ISLAND COMM SVCS,2073501,null,40.5524141,-74.1495387,"11 SAMPSON AVENUE STATEN ISLAND, NY 10308",(718) 356-3563,PP,
THE FORESIGHT SCHOOL,2076001,null,40.592648,-74.163124,"2221   RICHMOND AVE STATEN ISLAND, NY 10314",(718) 876-6060,PP,open during summer only
STEPPING STONES PRE-SCHL,2076201,null,40.532743,-74.189566,"5394 AMBOY ROAD   STATEN ISLAND, NY 10312",(718) 948-4878,PP,open during summer only
THE TANGLEWOOD SCH INF/PS,2078001,null,40.5672544,-74.1516032,"15 TANGLEWOOD DRIVE STATEN ISLAND, NY 10308",(718) 967-2424,PP,open during summer only
CHILDREN'S PLAYHOUSE,2078101,null,40.588688,-74.149384,"85 MONAHAN AVENUE  STATEN ISLAND, NY 10314",(718) 761-0129,PP,open during summer only
OAKDALE ACADEMY,2082201,null,40.541064,-74.162496,"366 OAKDALE STREET STATEN ISLAND, NY 10312",(718) 948-4220,PP,open during summer only
THE CHILDRENS AID SOC.-GOODHUE,2021201,null,40.6380084,-74.0977845,"304 PROSPECT AVE STATEN ISLAND, NY 10301",(718) 447-2630,PP,open during summer only
FELLOWSHIP LEARNING CTR,2028901,null,40.637322,-74.161125,"3036 RICHMOND TERRACE STATEN ISLAND, NY 10303",(718) 727-7058,PP,open during summer only
BIG BIRDS PLAYHOUSE,2055201,null,40.6024637,-74.1626692,"1859 RICHMOND AVE STATEN ISLAND, NY 10314",(718) 982-0550,PP,open during summer only
HIGH HOPES  OF STATEN ISLAND,2056901,null,40.5414294,-74.2082093,"1298 WOODROW ROAD STATEN ISLAND, NY 10309",(718) 317-8143,PP,open during summer only
JEWISH COMMUNITY CTR S.I.,2064901,null,40.630661,-74.088872,"475/485 VICTORY BLVD STATEN ISLAND, NY 10301",(718) 356-8113,PP,open during summer only
WONDER YEARS PRESCHOOL,2092501,null,40.5811639,-74.0920869,"389 SEAVER AVENUE STATEN ISLAND, NY 10305",(718) 987-7596,PP,
THE CHILD STUDY CTR OF NY,2092901,null,40.6330932,-74.1253889,"285 CLOVE ROAD STATEN ISLAND, NY 10310",(718) 442-8588,PP,open during summer only
CASTLE DAY CARE,2093001,null,40.6344633,-74.1204424,"1141 CASTLETON AVE STATEN ISLAND, NY 10310",(718) 447-3140,PP,open during summer only
BRONX HOUSE NURSERY SCHL,2178701,null,40.8583901,-73.8643277,"2222 WALLACE AVENUE   BRONX, NY 10467",(718) 653-1036,PP,
MISS FRANCINE DAY SCH II,2179501,null,40.8551271,-73.9019291,"2169 GRAND CONCOURSE BRONX, NY 10453",(718) 295-3100,PP,open during summer only
YEARLING NURSERY SCHOOL,2180401,null,40.8802112,-73.9156761,"604 WEST 227TH STREET BRONX, NY 10463",(718) 549-1606,PP,open during summer only
RIVERDALE COMMUNITY SCH,2181001,null,40.878272,-73.9183454,"25 KNOLLS CRESCENT BRONX, NY 10463",(718) 543-0050,PP,open during summer only
CO-OP CITY NAACP DAY CARE,2182401,null,40.861564,-73.8217285,"100 ERSKINE PLACE BRONX, NY 10475",(718) 671-8519,PP,open during summer only
FOR KIDS ONLY,2123201,null,40.8468011,-73.8591375,"902 MORRIS PK AVE BRONX, NY 10462",(718) 823-8345,PP,open during summer only
EAST MEADOW SCHOOL,2125101,null,40.8712719,-73.8441442,"1475 HAMMERSLEY AVE BRONX, NY 10469",(718) 379-4483,PP,open during summer only
NEW COVENANT CHRISTIAN SC,2126670,null,40.8803011,-73.8484232,"1497 NEEDHAM AVENUE BRONX, NY 10469",(718) 519-8884,PP,open during summer only
ST MARTIN OF TOURS AFT SC,2129370,null,40.8506322,-73.8865305,"695 EAST 182ND ST BRONX, NY 10457",(718) 733-0347,PP,open during summer only
BRONX HOUSE J.C.C,2130901,null,40.856582,-73.8602632,"990 PELHAM PARKWAY SOUTH BRONX, NY 10461",(718) 792-1800,PP,open during summer only
RAINBOW A.S.P. JHS 125,2134501,null,40.8294144,-73.8567829,"1111 PUGSLEY AVE BRONX, NY 10472",(718) 824-3693,PP,open during summer only
LSSNY - EARLY LIFE CTR 6,2135101,GD,40.8296873,-73.852901,"2125 WATSON AVENUE BRONX, NY 10472",(718) 943-0580,FF,open during summer only
LITTLE STARS,2136801,null,40.8914943,-73.8443832,"4063 EDSON AVE BRONX, NY 10466",(718) 994-0604,PP,open during summer only
BRONX BAPTIST DAY CARE CT,2139501,null,40.8598112,-73.8954222,"331 EAST 187TH ST BRONX, NY 10458",(718) 933-4201,PP,open during summer only
ROYAL CHILD CARE CTR,2150601,null,40.9145503,-73.7802669,"10 COMMERCE DRIVE NEW ROCHELLE, NY 10801",(914) 632-0104,PP,open during summer only
MAGGIE ALSTON DAY CARE INC,2152201,null,40.875778,-73.8684248,"3415 OLINVILLE AVENUE BRONX, NY 10467",(718) 798-7944,PP,open during summer only
TENDER YEARS CHILD CARE,2154001,null,40.8379697,-73.8344455,"3141 E. TREMONT AVE BRONX, NY 10461",(718) 829-3067,PP,open during summer only
TODDLERS PARK DAY CARE,2160101,null,40.9047302,-73.8347449,"260 SOUTH 4TH AVE MOUNT VERNON, NY 10550",(914) 699-5039,PP,open during summer only
KING TOT LEARNING CENTER,2166401,null,40.889276,-73.836862,"3909 SETON AVENUE BRONX, NY 10466",(718) 547-1610,PP,open during summer only
CO-OP CITY CHILD DEV CTR,2169901,null,40.8705806,-73.8317947,"100A ALDRICH STREET BRONX, NY 10475",       ,PP,open during summer only
NEIGH. INITIATIVES DEV 96,2192401,null,40.8609206,-73.8689722,"650 WARING AVENUE BRONX, NY 10467",(718) 231-9800,PP,open during summer only
UNITED EDUCARE PRESCHOOL,2192501,null,40.885261,-73.854756,"3950 BRONXWOOD AVE BRONX, NY 10466",(718) 882-4706,PP,open during summer only
JADE MULTI FAMILY CIRCLE,2192901,null,40.8780534,-73.8492245,"3471 FENTON AVE BRONX, NY 10469",(718) 655-5361,PP,open during summer only
WAKE EDEN CHRISTIAN ACADEMY,2193001,null,40.8905051,-73.8395476,"2074 STRANG AVE BRONX, NY 10466",(718) 325-8056,PP,open during summer only
"BAYCHESTER YOUTH COUNCIL,INC",2193401,null,40.8860434,-73.8405764,"3750 BAYCHESTER AVE BRONX, NY 10466",,PP,
"NORTHEAST BRONX DC CENTER, INC",2193501,null,40.8907565,-73.8588284,"4102 WHITE PLAINS ROAD BRONX, NY 10466",(718) 547-0501,PP,open during summer only
DISTRICT 31 LATCHKEY #3,1600126,null,40.526325,-74.2126689,"80 GOFF STATEN ISLAND, NY 10309",,PP,
DISTRICT 31 LATCHKEY #5,1600128,null,40.5300107,-74.188115,"384 DEISIUS  STATEN ISLAND, NY 10312",,PP,
DISTRICT 31 LATCHKEY#13,1600129,null,40.6131457,-74.0691497,"191  VERMONT AV STATEN ISLAND, NY 10305",,PP,
DISTRICT 31 LATCHKEY #16,1600130,null,40.6397293,-74.0795821,"80 MONROE AV STATEN ISLAND, NY 10301",,PP,open during summer only
DISTRICT 31 LATCHKEY#21,1600131,null,40.6313074,-74.1446112,"168 HOOKR PL STATEN ISLAND, NY 10302",,PP,
DISTRICT 31 LATCHKEY#23,1600132,null,40.5706912,-74.133509,"30 NATICK STATEN ISLAND, NY 10306",,PP,
DISTRICT 31- @ PS 29,1600133,null,40.6139436,-74.1162359,"1581 VICTORY BLVD STATEN ISLAND, NY 10314",,PP,
DISTRICT 31 LATCHKEY#30,1600134,null,40.6180283,-74.1331607,"200 WARDWELL AV STATEN ISLAND, NY 10314",,PP,
CHILDREN'S COLONY NUR &PS,2371301,null,40.646516,-73.9301739,"1080 UTICA AVENUE BROOKLYN, NY 11203",(718) 342-6821,PP,open during summer only
CREATIVE LEARNING CENTER,2371501,null,40.6146848,-73.9880108,"6810  20TH BROOKLYN, NY 11204",(718) 837-1212,PP,open during summer only
CORTELYOU ERLY CHDHD CTR,2373701,null,40.6396298,-73.9674227,"1110   CORTELYOU BROOKLYN, NY 11218",(718) 282-6077,PP,open during summer only
CHILDREN'S CORNER,2373801,null,40.6472718,-73.9691961,"69 STRAFFORD ROAD BROOKLYN, NY 11218",(718) 287-9611,PP,open during summer only
FLATBUSH YMCA PRE-SCHOOL,2374601,null,40.6368008,-73.9513031,"1401 FLATBUSH AVENUE BROOKLYN, NY 11210",(718) 469-8100,PP,open during summer only
BROOKLYN CHILD & FAMILY,2374901,null,40.6887135,-73.9796512,"44-60 ROCKWELL PLACE BROOKLYN, NY 11201",(718) 802-1187,PP,open during summer only
KINGSBAY Y AFTERSCHOOL ANNEX,2375001,null,40.5971086,-73.936323,"3043  AVENUE W, 1ST FLR  BROOKLYN, NY 11229",(718) 487-7703,PP,open during summer only
TREASURE ISLAND,2375201,null,40.631894,-74.0255672,"347 74TH STREET BROOKLYN, NY 11209",(718) 238-7676,PP,open during summer only
SUNSET PARK CHLDRN'S SCHL,2375301,GC,40.6484986,-74.0110015,"4616 4TH AVE BROOKLYN, NY 11220",(718) 439-3323,FF,open during summer only
MARINE PARK DAY SCHOOL,2375601,null,40.6089692,-73.9333405,"1972 EAST 34TH STREET BROOKLYN, NY 11234",(718) 376-5280,PP,open during summer only
HEBREW EDUCATIONAL SOC'TY,2375701,GC,40.6324983,-73.890744,"9502  SEAVIEW AVENUE BROOKLYN, NY 11236",(718) 241-3000,FF,open during summer only
LEFFERTS GARDENS MONT.,2378501,null,40.658188,-73.952969,"559 ROGERS AVENUE BROOKLYN, NY 11225",(718) 773-7478,PP,open during summer only
BAMBI DAY CARE INC.,2379301,null,40.6660745,-73.9538864,"300 ROGERS AVENUE BROOKLYN, NY 11225",(718) 771-1603,PP,open during summer only
TEREMOK V INC. DCC,2379401,null,40.5794686,-73.9701436,"448 NEPTUNE AVE BROOKLYN, NY 11224",(718) 743-9009,PP,open during summer only
SHOREFRONT YM-YWHA,2380301,null,40.5755895,-73.9600061,"3300 CONEY ISLAND AVENUE BROOKLYN, NY 11235",(718) 646-1444,PP,open during summer only
PRACTICAL LEARNING CENTER,2381901,null,40.6497815,-73.9651062,"22-32 BUCKINGHAM RD BROOKLYN, NY 11226",(718) 282-4200,PP,open during summer only
"CYCLE EDUCATIONAL CTR, INC.",2382101,null,40.6504294,-73.9553867,"2412 CHURCH AVENUE BROOKLYN, NY 11226",(718) 462-2222,PP,open during summer only
GREENPOINT YMCA NURSERY S,2382301,null,40.7270716,-73.9533547,"99 MESEROLE AVENUE BROOKLYN, NY 11222",(718) 389-3700,PP,open during summer only
ST. MARTIN'S NURSERY,2383601,null,40.66348,-73.88749,"657 VAN SICLEN AVE BROOKLYN, NY 11207",(718) 927-2363,PP,open during summer only
